CreditScore,Tenure,Balance,HasCrCard,IsActiveMember,EstimatedSalary,Satisfaction Score,Point Earned,BalanceToSalaryRatio,ActiveCredit,LowSatisfaction,Geography_Germany,Geography_Spain,Gender_Male,Card Type_GOLD,Card Type_PLATINUM,Card Type_SILVER,AgeCategory_Moyen,AgeCategory_Âgé,ProductCategory_2,ProductCategory_3+
469,9,113599.42,0,0,11950.29,3,880,9.505201530546074,0,0,True,False,True,False,False,False,True,False,False,False
503,8,0.0,1,1,97893.32,1,564,0.0,1,1,False,False,False,False,False,False,True,False,True,False
743,2,131935.51,1,1,96399.67,3,399,1.3686161102407277,1,0,True,False,True,False,False,True,False,True,False,False
593,5,85626.6,1,1,125079.65,2,891,0.6845711147167848,1,1,True,False,False,True,False,False,True,False,False,False
647,3,166518.63,1,0,147930.46,4,507,1.1256471747118566,0,0,True,False,False,False,True,False,False,False,True,False
514,7,0.0,0,1,125010.24,4,583,0.0,0,0,False,True,True,False,False,False,False,False,False,False
638,1,0.0,1,0,165370.66,2,456,0.0,0,1,False,True,True,False,False,True,False,False,True,False
724,8,172192.49,1,1,136902.01,2,565,1.2577699350803169,1,1,True,False,True,False,False,True,True,False,False,False
676,2,124442.38,1,0,15068.53,4,879,8.257880637285966,0,0,True,False,False,True,False,False,True,False,False,False
639,8,133806.54,1,0,6251.3,2,533,21.401170769156952,0,1,False,True,False,False,True,False,False,False,True,False
788,4,112079.58,0,0,89368.59,1,645,1.2541131720532679,0,1,False,False,True,False,False,True,False,False,False,False
518,1,133801.49,1,1,143315.57,1,938,0.933607956149104,1,1,False,False,False,False,False,False,False,False,False,False
534,2,0.0,0,0,42763.12,2,589,0.0,0,1,False,False,True,False,False,True,False,True,True,False
591,5,0.0,1,1,155492.87,2,235,0.0,1,1,False,False,True,True,False,False,True,False,True,False
793,3,100913.57,0,0,10579.72,5,793,9.53749555795825,0,0,False,True,True,False,False,True,False,False,False,False
691,1,0.0,0,0,44653.5,1,885,0.0,0,1,False,False,True,True,False,False,True,False,True,False
635,3,127009.83,1,0,161909.95,1,686,0.7844424975580713,0,1,False,False,True,True,False,False,False,False,False,False
598,9,123938.6,1,0,198894.42,5,375,0.6231345095829758,0,0,True,False,True,False,False,False,False,False,True,False
433,10,0.0,1,1,87711.61,1,682,0.0,1,1,False,False,False,False,True,False,True,False,False,False
626,7,113014.7,1,1,56646.28,5,664,1.995059603920965,1,0,False,False,True,False,False,True,False,False,True,False
678,1,0.0,1,0,45443.68,5,278,0.0,0,0,False,False,False,False,False,False,False,False,True,False
457,4,126772.57,0,1,126106.4,3,322,1.0052746309891412,0,0,True,False,True,False,False,False,True,False,False,False
549,7,0.0,0,0,81259.25,2,716,0.0,0,1,False,True,False,True,False,False,True,False,False,False
744,1,0.0,0,0,82422.97,4,294,0.0,0,0,False,False,True,True,False,False,False,False,False,False
737,1,101960.74,1,1,123547.28,5,463,0.8252704125059451,1,0,False,False,True,False,False,True,True,False,False,False
801,6,0.0,1,1,170008.74,3,557,0.0,1,0,False,True,False,False,False,True,True,False,True,False
762,9,183744.98,1,1,196993.69,3,323,0.9327407759061932,1,0,False,True,False,False,False,False,False,True,False,False
431,5,83624.55,0,0,36899.62,2,838,2.2662098902403267,0,1,True,False,True,False,False,False,True,False,True,False
638,1,102645.48,1,0,168359.98,2,663,0.6096749971400736,0,1,True,False,True,False,False,False,True,False,False,False
653,5,114268.22,1,1,89524.83,1,693,1.2763715231682298,1,1,True,False,False,False,True,False,True,False,True,False
751,8,0.0,0,0,17550.49,3,341,0.0,0,0,False,False,True,False,False,True,False,False,True,False
710,2,0.0,1,0,72945.32,4,221,0.0,0,0,False,False,False,False,False,False,False,False,True,False
792,8,142862.21,1,1,130639.01,5,298,1.0935563308667842,1,0,False,True,True,False,True,False,False,False,False,False
656,2,0.0,1,0,158973.77,1,902,0.0,0,1,False,False,True,False,True,False,True,False,True,False
637,1,123378.2,1,0,81431.99,3,525,1.5150886636975995,0,0,True,False,False,False,False,False,True,False,False,False
553,1,0.0,1,0,90607.31,2,534,0.0,0,1,False,False,True,False,True,False,True,False,True,False
837,2,0.0,1,1,46395.21,4,459,0.0,1,0,False,False,False,False,False,True,True,False,True,False
608,6,0.0,1,1,143463.28,4,253,0.0,1,0,False,True,False,False,False,False,False,False,True,False
622,2,0.0,1,1,33277.31,5,746,0.0,1,0,False,True,False,False,True,False,False,True,True,False
529,5,0.0,0,0,79476.63,4,400,0.0,0,0,False,True,False,True,False,False,True,False,True,False
507,9,111589.67,1,0,150037.19,2,473,0.7437417766769914,0,1,True,False,True,False,True,False,False,False,False,False
539,1,177728.55,1,0,105013.63,5,912,1.6924170470343034,0,0,True,False,True,False,True,False,True,False,False,False
656,8,120047.77,1,1,137173.39,1,590,0.8751471028958101,1,1,False,True,True,False,True,False,False,False,False,False
641,2,146193.6,1,1,55796.83,1,307,2.620058880425995,1,1,False,False,True,False,False,False,False,False,True,False
473,9,117103.26,1,1,85937.52,2,324,1.3626399430662757,1,1,False,False,False,False,False,False,True,False,True,False
537,4,124192.28,1,1,50881.51,5,666,2.440765599024105,1,0,True,False,False,False,False,True,True,False,True,False
656,4,74323.2,1,1,22929.08,4,650,3.2412970212053334,1,0,False,False,False,False,True,False,False,False,False,False
529,5,0.0,1,0,56518.0,4,284,0.0,0,0,False,True,False,False,False,False,False,False,True,False
720,2,0.0,1,0,39925.52,5,398,0.0,0,0,False,False,True,False,True,False,False,False,True,False
643,3,170331.37,1,1,32171.79,5,838,5.2942679201897,1,0,True,False,True,False,True,False,False,True,False,False
595,2,87967.42,0,1,156309.52,5,357,0.5627735100618948,0,0,True,False,True,False,False,True,False,False,True,False
559,5,68999.66,1,1,66879.27,2,840,1.0316893158475586,1,1,False,False,False,False,True,False,False,False,True,False
490,1,0.0,1,1,49594.19,2,229,0.0,1,1,False,False,False,False,False,False,True,False,False,False
850,3,121237.65,1,1,31022.56,3,610,3.907921914828601,1,0,False,True,False,False,True,False,False,False,False,False
763,6,100160.75,1,0,33462.94,3,709,2.9930949553459634,0,0,True,False,True,True,False,False,True,False,False,False
773,2,145578.28,0,1,186172.85,1,630,0.7819480555405606,0,1,False,False,True,False,False,True,False,True,False,False
583,7,0.0,1,0,51285.49,1,250,0.0,0,1,False,False,True,False,True,False,False,False,True,False
742,8,0.0,1,0,4070.28,4,255,0.0,0,0,False,True,True,False,False,False,False,False,True,False
583,3,54428.37,1,0,109638.78,4,646,0.49642903333078564,0,0,False,True,False,False,True,False,True,False,False,False
585,6,105795.9,1,1,41219.09,2,446,2.566610116571798,1,1,False,False,False,False,True,False,False,False,False,False
529,6,102025.08,1,0,12351.01,1,540,8.259795774129069,0,1,False,False,True,False,False,True,True,False,True,False
769,4,61297.05,1,1,7118.02,4,311,8.610321364457468,1,0,False,False,True,False,False,False,False,False,True,False
700,5,144550.83,1,1,189664.43,4,956,0.7621358831706969,1,0,True,False,False,False,False,False,True,False,True,False
788,8,93716.72,1,1,180150.49,1,696,0.5202106293986245,1,1,True,False,False,True,False,False,False,True,False,False
616,5,144235.73,0,0,154957.66,1,993,0.9308013505021275,0,1,False,False,True,False,True,False,True,False,True,False
745,10,96048.55,1,0,74510.65,1,701,1.2890407070572187,0,1,True,False,True,False,True,False,True,False,False,False
440,2,0.0,1,0,49826.68,4,260,0.0,0,0,False,False,True,False,True,False,True,False,True,False
646,8,143061.88,1,0,61937.6,5,320,2.3097370621873923,0,0,False,False,False,False,False,False,True,False,False,False
652,2,0.0,1,0,54628.11,3,843,0.0,0,0,False,False,False,True,False,False,False,False,True,False
735,1,141796.43,1,0,45858.49,4,602,3.0919757284697234,0,0,False,False,True,True,False,False,False,False,False,False
512,0,129804.17,1,0,53020.9,2,349,2.448123699829693,0,1,False,False,True,False,True,False,True,False,False,False
572,4,152390.26,1,0,128123.66,4,951,1.1893905513583412,0,0,False,True,True,True,False,False,False,False,False,False
555,3,142055.41,0,1,79134.78,3,263,1.795084473799336,0,0,True,False,True,False,False,True,True,False,True,False
541,9,100116.67,1,1,199808.1,2,635,0.5010616133099043,1,1,True,False,False,True,False,False,True,False,False,False
598,4,0.0,0,0,60894.26,4,239,0.0,0,0,False,False,False,False,False,True,False,False,True,False
663,9,0.0,0,0,91514.62,5,868,0.0,0,0,False,True,True,False,True,False,False,False,True,False
756,3,100717.85,1,1,73406.04,1,439,1.3720461961141603,1,1,True,False,False,False,False,True,True,False,False,True
633,2,0.0,1,0,182258.17,3,918,0.0,0,0,False,False,True,False,False,False,True,False,True,False
649,5,0.0,1,1,76946.6,5,765,0.0,1,0,False,False,True,False,True,False,True,False,True,False
660,1,118402.25,1,0,14288.93,1,965,8.28571238627481,0,1,True,False,True,False,True,False,False,False,True,False
802,7,0.0,0,1,57764.65,5,476,0.0,0,0,False,True,True,True,False,False,True,False,True,False
573,1,0.0,1,1,56905.38,1,417,0.0,1,1,False,False,False,False,False,True,True,False,False,False
757,5,131433.33,1,1,3497.43,1,468,37.569232484285806,1,1,True,False,False,True,False,False,True,False,True,False
685,1,0.0,0,1,70221.13,3,797,0.0,0,0,False,False,False,False,True,False,False,False,False,True
568,3,0.0,1,1,29372.62,5,446,0.0,1,0,False,True,False,False,False,False,True,False,True,False
497,8,111537.23,1,1,9497.99,5,822,11.742009413632397,1,0,True,False,False,False,False,True,False,False,False,True
683,2,112499.42,1,0,30375.18,1,469,3.7035407348784473,0,1,False,False,True,False,False,True,True,False,True,False
812,1,92476.88,0,0,83247.14,4,816,1.1108582125678725,0,0,False,True,False,True,False,False,False,False,False,False
683,5,127616.56,1,0,123846.07,4,806,1.0304366506208018,0,0,False,False,False,False,True,False,True,False,False,False
521,5,105843.26,1,1,84908.2,3,751,1.2465464284200063,1,0,False,False,True,False,False,True,True,False,True,False
658,7,0.0,1,0,48378.4,4,850,0.0,0,0,False,False,True,False,False,False,True,False,True,False
544,10,78314.63,1,1,103713.93,5,403,0.7550950475500491,1,0,False,False,True,False,True,False,True,False,False,True
679,8,125850.53,1,1,87008.17,2,572,1.4464053616417671,1,1,True,False,True,False,False,False,False,True,True,False
571,9,0.0,0,1,77519.62,2,702,0.0,0,1,False,False,False,False,True,False,False,False,True,False
611,10,0.0,1,1,23598.23,5,927,0.0,1,0,False,False,True,False,False,True,False,False,False,False
545,7,128981.07,0,1,176924.21,5,907,0.729014649749462,0,0,True,False,False,True,False,False,False,True,False,False
731,9,152243.57,1,1,88783.59,4,291,1.7147521884146788,1,0,False,False,False,False,True,False,True,False,False,False
604,2,0.0,1,1,49506.82,2,687,0.0,1,1,False,False,False,False,False,False,False,True,True,False
488,2,0.0,1,1,181270.84,2,557,0.0,1,1,False,False,False,False,True,False,False,False,True,False
606,3,147386.72,1,0,45482.04,5,405,3.240476450122947,0,0,False,True,False,False,False,True,False,False,False,True
518,3,90957.81,0,1,162304.59,4,846,0.5604108275013818,0,0,False,False,True,False,True,False,True,False,False,False
699,5,0.0,1,1,78397.24,2,915,0.0,1,1,False,False,True,False,False,True,False,False,True,False
850,8,199229.14,0,0,68106.29,3,850,2.9252248914910584,0,0,False,True,True,False,False,True,False,False,False,False
523,8,61688.61,1,0,147059.16,4,316,0.41947873577724926,0,0,True,False,True,True,False,False,False,False,True,False
743,2,161807.18,0,1,93228.86,5,973,1.7355724871838272,0,0,False,True,True,True,False,False,True,False,True,False
816,5,130878.75,1,0,71905.77,4,961,1.8201172156668974,0,0,True,False,False,True,False,False,True,False,False,True
538,1,0.0,1,0,1375.46,1,360,0.0,0,1,False,False,True,False,True,False,False,False,True,False
535,9,0.0,1,0,149892.79,4,697,0.0,0,0,False,False,False,True,False,False,True,False,False,False
535,8,0.0,1,1,27689.77,1,514,0.0,1,1,False,False,False,False,False,False,True,False,False,False
596,6,0.0,1,1,72402.0,1,627,0.0,1,1,False,True,True,False,False,False,False,True,True,False
847,3,101543.51,1,0,16025.17,4,924,6.336105881817053,0,0,True,False,False,False,True,False,True,False,False,True
805,6,143221.35,1,0,186035.72,5,545,0.7698552737330566,0,0,True,False,True,False,False,False,False,False,True,False
654,6,0.0,1,1,137898.57,5,311,0.0,1,0,False,False,True,False,False,True,False,False,True,False
552,5,140931.57,0,1,10921.5,5,330,12.902867475394828,0,0,False,False,True,False,True,False,False,False,False,False
606,6,0.0,0,1,36540.63,3,511,0.0,0,0,False,False,True,False,True,False,False,False,True,False
603,4,102833.46,1,1,38829.11,3,448,2.648291750911857,1,0,False,False,True,True,False,False,True,False,True,False
673,8,121240.76,1,0,116969.73,2,296,1.0365051154250298,0,1,False,False,True,False,False,False,False,False,False,False
738,1,94435.45,0,1,189430.86,5,474,0.49851936205451397,0,0,False,False,False,False,False,True,True,False,True,False
606,8,0.0,1,1,63176.77,2,640,0.0,1,1,False,True,True,False,False,False,False,False,True,False
746,1,112666.67,0,0,11710.4,1,585,9.620256331437744,0,1,False,True,True,False,False,False,False,False,False,False
734,0,139994.66,1,0,17744.72,2,965,7.888925329600602,0,1,False,False,False,True,False,False,False,False,False,False
667,4,97585.32,0,0,57213.46,4,369,1.7056058905388605,0,0,False,True,True,True,False,False,False,False,True,False
624,7,123906.55,1,0,135096.78,4,799,0.9171619992571307,0,0,False,True,True,True,False,False,True,False,False,False
654,4,96974.97,0,1,141404.07,2,342,0.6857955658874183,0,1,False,False,False,False,False,False,False,False,False,False
725,9,0.0,1,1,168607.74,2,922,0.0,1,1,False,False,False,False,False,True,False,False,True,False
507,7,0.0,1,0,67926.18,5,506,0.0,0,0,False,True,True,False,False,True,False,False,True,False
698,1,169362.43,1,0,84760.32,2,841,1.9981098689826915,0,1,True,False,False,False,False,True,False,True,False,False
575,1,139532.34,1,0,181294.39,2,319,0.7696408606970093,0,1,False,False,False,False,False,True,True,False,False,False
787,6,0.0,1,1,84151.98,3,598,0.0,1,0,False,False,False,False,False,True,True,False,True,False
673,1,0.0,0,1,111981.19,3,865,0.0,0,0,False,False,True,False,False,True,False,True,True,False
612,1,0.0,1,1,9209.21,2,673,0.0,1,1,False,False,False,False,False,True,True,False,True,False
589,7,92618.62,1,1,101178.85,5,235,0.91538601806585,1,0,True,False,False,False,False,True,True,False,False,False
724,6,125489.4,1,0,118570.53,4,880,1.0583434320194738,0,0,True,False,True,False,False,True,True,False,False,False
721,6,135071.12,1,1,64477.25,3,330,2.094832288407331,1,0,False,False,True,False,False,True,True,False,False,False
566,4,118614.6,1,1,172601.62,3,572,0.687212048113754,1,0,True,False,True,False,False,True,True,False,True,False
547,10,127738.75,1,1,85153.0,4,666,1.5000910115790216,1,0,False,False,True,True,False,False,False,True,True,False
673,4,0.0,1,1,49684.09,1,428,0.0,1,1,False,True,False,False,False,True,False,True,True,False
686,10,0.0,1,0,133086.45,1,466,0.0,0,1,False,False,False,False,False,False,True,False,False,False
850,1,130089.56,1,1,4466.21,3,729,29.12098602931136,1,0,True,False,False,True,False,False,False,False,True,False
474,3,0.0,1,0,108409.17,2,427,0.0,0,1,False,False,True,False,True,False,True,False,False,False
632,5,97854.37,1,0,93536.38,4,271,1.0461525648890315,0,0,False,True,False,False,False,False,True,False,True,False
401,8,128140.17,1,0,175753.55,2,382,0.7290859326259264,0,1,True,False,True,True,False,False,True,False,False,False
645,7,117466.03,1,1,34490.06,4,554,3.4056949829897953,1,0,True,False,True,False,False,False,False,False,True,False
497,2,121250.04,0,1,79691.4,3,595,1.5214755735804166,0,0,False,True,True,False,False,False,True,False,False,False
502,8,0.0,1,1,123509.01,4,717,0.0,1,0,False,False,True,False,False,False,False,False,True,False
604,7,165413.43,1,1,35279.74,2,616,4.68849094435094,1,1,True,False,True,False,False,True,False,False,False,False
802,9,127414.55,1,1,134459.12,2,944,0.9476010433428143,1,1,False,False,True,True,False,False,False,False,False,False
762,1,139432.55,1,1,85606.83,5,415,1.6287359462329554,1,0,False,False,True,True,False,False,False,False,False,False
567,8,28649.64,1,1,95140.62,2,488,0.301126257887978,1,1,False,True,True,False,False,True,True,False,False,False
797,8,0.0,1,0,117916.63,5,346,0.0,0,0,False,True,False,False,False,False,False,False,True,False
649,1,0.0,1,1,145593.85,4,908,0.0,1,0,False,False,True,True,False,False,True,False,True,False
650,4,142393.11,1,1,11276.48,3,981,12.62632343395865,1,0,True,False,True,False,False,False,False,False,False,False
678,10,117738.81,1,0,147489.76,4,599,0.7982792277970497,0,0,False,False,False,False,False,False,False,True,False,False
781,9,0.0,0,0,172097.4,4,867,0.0,0,0,False,False,True,False,False,True,False,False,True,False
606,8,0.0,1,1,183717.94,2,939,0.0,1,1,False,True,False,False,False,False,True,False,True,False
698,1,171848.38,0,0,16957.45,5,806,10.133495690938735,0,0,False,True,False,False,True,False,True,False,False,False
775,2,108698.96,1,1,161069.73,4,236,0.674852345922813,1,0,False,False,False,False,True,False,False,False,True,False
744,9,0.0,0,0,20940.76,5,629,0.0,0,0,False,False,False,False,True,False,True,False,True,False
644,8,0.0,1,1,155294.17,5,813,0.0,1,0,False,False,True,False,False,True,False,False,True,False
699,4,110559.46,1,1,127429.56,2,713,0.8676055414023136,1,1,False,False,False,False,False,True,False,False,False,False
760,2,0.0,1,1,114565.35,4,625,0.0,1,0,False,True,False,True,False,False,False,False,False,False
596,6,0.0,1,0,116696.77,2,447,0.0,0,1,False,True,False,False,False,True,False,False,True,False
498,2,120702.67,1,1,98175.74,3,556,1.2294426358015147,1,0,True,False,False,False,True,False,True,False,True,False
624,5,151855.33,1,0,68794.15,5,335,2.207355169659489,0,0,True,False,False,True,False,False,True,False,False,False
668,10,113034.31,1,1,100423.88,5,470,1.125560817199881,1,0,False,True,True,False,True,False,True,False,False,False
602,5,98268.84,0,1,45038.29,5,813,2.18184700513707,0,0,True,False,False,False,True,False,True,False,False,False
437,6,0.0,1,0,148330.97,1,692,0.0,0,1,False,False,False,False,False,False,True,False,False,False
457,7,127837.54,0,1,60013.17,4,782,2.130122602711993,0,0,False,False,False,True,False,False,False,False,False,False
480,6,148790.61,0,1,79329.7,2,883,1.8755741472090879,0,1,False,False,True,False,False,True,True,False,False,False
720,9,0.0,1,1,142956.48,4,296,0.0,1,0,False,False,True,False,True,False,False,False,True,False
756,1,94773.11,1,0,114279.63,4,585,0.8293016060551993,0,0,False,False,True,False,True,False,True,False,False,False
850,0,127120.62,0,1,118929.64,1,617,1.0688634989267694,0,1,True,False,False,False,True,False,False,True,False,False
849,9,115465.28,1,0,103174.5,3,623,1.1191152938439843,0,0,False,False,False,True,False,False,True,False,False,False
703,8,105961.68,0,1,74158.8,1,619,1.4288290960870982,0,1,False,False,True,False,False,False,True,False,True,False
611,5,82547.11,1,1,146448.01,3,631,0.5636576853609321,1,0,False,False,True,True,False,False,False,True,True,False
745,4,137910.45,1,1,177235.23,3,923,0.7781165848540109,1,0,False,False,True,False,True,False,False,False,False,False
580,6,145387.32,1,1,169963.2,3,635,0.8553996665180079,1,0,True,False,False,False,False,False,True,False,True,False
617,5,0.0,0,1,13066.3,4,882,0.0,0,0,False,False,False,False,True,False,False,False,True,False
708,0,118994.84,1,0,181499.77,1,904,0.6556161717661033,0,1,True,False,False,False,True,False,True,False,False,False
567,9,137891.35,1,0,142009.46,4,990,0.9709943197141958,0,0,False,False,False,False,False,False,True,False,False,False
640,5,197200.04,1,0,141453.62,1,540,1.3940869517022492,0,1,False,True,True,False,True,False,False,False,True,False
470,1,96473.59,0,0,5962.3,5,752,16.17788640517834,0,0,False,False,True,False,False,True,False,False,False,False
539,6,0.0,1,1,152880.07,3,219,0.0,1,0,False,True,True,False,False,True,True,False,False,False
781,3,128345.69,1,0,63218.85,2,608,2.0301486004791216,0,1,False,False,False,False,False,True,True,False,True,False
479,4,125920.98,1,1,20393.44,5,555,6.17427985274418,1,0,False,True,True,False,False,True,False,False,False,False
502,10,0.0,1,1,76642.68,5,620,0.0,1,0,False,False,True,True,False,False,True,False,False,False
569,6,144855.34,0,0,196555.32,4,697,0.7369660766949645,0,0,False,True,False,True,False,False,False,False,False,False
773,10,126979.75,0,0,36823.28,1,977,3.44826158176073,0,1,True,False,True,False,True,False,False,False,False,False
651,10,117791.06,1,1,75837.58,2,276,1.5531812436361545,1,1,True,False,False,True,False,False,True,False,True,False
690,2,0.0,1,0,151375.73,2,289,0.0,0,1,False,False,True,False,True,False,True,False,True,False
607,4,98266.3,1,1,46416.36,1,933,2.1170161336189737,1,1,False,True,False,False,True,False,True,False,False,False
570,8,0.0,1,1,124641.42,5,943,0.0,1,0,False,False,False,False,True,False,False,False,False,False
604,5,0.0,1,0,75786.55,1,468,0.0,0,1,False,False,True,False,True,False,False,False,True,False
527,8,0.0,1,0,98031.53,4,277,0.0,0,0,False,True,False,True,False,False,False,False,False,False
775,2,123783.25,1,1,134901.57,2,489,0.9175751803690618,1,1,True,False,True,False,True,False,True,False,False,False
666,5,123873.19,1,1,177844.06,2,742,0.6965230858816096,1,1,False,False,True,False,True,False,True,False,False,False
652,6,0.0,1,1,145700.22,2,691,0.0,1,1,False,False,True,False,True,False,True,False,True,False
630,1,85818.18,1,1,133102.3,2,374,0.644748702699332,1,1,False,True,False,False,False,False,False,False,False,False
681,8,0.0,1,0,66367.33,2,479,0.0,0,1,False,False,True,True,False,False,False,False,False,False
850,10,0.0,1,1,33741.84,2,802,0.0,1,1,False,True,False,False,True,False,True,False,True,False
743,8,0.0,1,0,94263.44,3,296,0.0,0,0,False,False,False,False,True,False,True,False,False,False
494,6,0.0,0,1,109988.09,1,376,0.0,0,1,False,False,True,False,True,False,False,False,True,False
834,6,0.0,1,0,74287.53,2,397,0.0,0,1,False,False,False,False,True,False,False,False,False,False
736,9,0.0,0,0,176152.7,2,790,0.0,0,1,False,False,False,False,True,False,False,False,True,False
646,6,97259.25,0,1,104719.66,1,250,0.9287493986382438,0,1,False,False,False,False,True,False,False,True,False,False
743,5,118207.69,0,0,186489.14,2,947,0.6338549051440467,0,1,False,True,False,False,False,True,True,False,True,False
648,10,0.0,1,1,159835.78,2,314,0.0,1,1,False,True,False,True,False,False,True,False,True,False
671,5,130929.02,1,1,28238.25,1,586,4.636419876590207,1,1,False,True,False,False,True,False,False,False,False,True
517,4,0.0,0,0,172674.36,3,296,0.0,0,0,False,False,False,False,False,True,True,False,False,False
636,9,95478.17,0,0,169286.74,2,413,0.5639993185566775,0,1,False,False,True,False,True,False,False,False,False,False
742,0,0.0,0,1,131534.96,1,905,0.0,0,1,False,False,True,True,False,False,False,False,True,False
593,9,76226.9,1,0,167564.82,5,608,0.45490721198392364,0,0,False,True,True,True,False,False,False,False,False,False
796,1,99745.95,1,0,177524.19,2,547,0.5618692761292073,0,1,True,False,False,False,False,False,True,False,False,False
601,8,71553.83,1,0,177384.45,4,448,0.40338049146646465,0,0,True,False,True,False,False,False,False,False,False,False
529,2,82766.43,1,1,122925.44,3,574,0.6733004714038736,1,0,False,True,False,True,False,False,True,False,False,False
693,2,0.0,1,1,59864.96,3,290,0.0,1,0,False,False,True,False,True,False,False,True,True,False
605,7,0.0,0,1,119348.28,4,307,0.0,0,0,False,False,True,False,False,False,True,False,False,False
716,4,144428.87,1,0,134132.65,2,495,1.076753447028393,0,1,False,False,True,False,True,False,False,False,False,False
574,5,119013.86,1,0,103421.91,4,904,1.150749480941892,0,0,False,False,False,False,False,False,True,False,False,False
593,2,70181.48,1,0,80608.12,3,273,0.8706394512184229,0,0,False,False,True,False,True,False,True,False,True,False
608,4,0.0,0,0,36697.48,1,796,0.0,0,1,False,True,True,False,False,False,True,False,True,False
683,4,0.0,1,0,171716.81,2,913,0.0,0,1,False,False,True,True,False,False,True,False,True,False
684,6,135203.81,1,1,121967.88,3,682,1.1085107119127435,1,0,False,False,False,False,False,False,True,False,True,False
631,6,139129.92,1,1,63747.51,1,357,2.182481127794203,1,1,True,False,False,True,False,False,False,False,False,False
662,0,0.0,0,1,72929.96,1,537,0.0,0,1,False,False,True,False,False,True,False,False,True,False
648,8,121980.56,1,0,4027.02,1,238,30.28300753223668,0,1,True,False,False,True,False,False,True,False,True,False
681,7,157761.56,0,0,147759.84,2,874,1.0676818025669048,0,1,False,False,True,False,False,False,False,False,False,False
691,6,0.0,1,1,92811.2,3,591,0.0,1,0,False,False,True,True,False,False,False,False,True,False
653,0,121276.32,1,1,160348.31,3,582,0.7563257989697617,1,0,False,False,False,True,False,False,False,True,False,False
622,5,0.0,1,0,51112.8,5,775,0.0,0,0,False,False,False,True,False,False,False,False,True,False
668,3,133686.52,1,0,190958.48,3,668,0.700077943236963,0,0,False,True,False,False,False,False,True,False,False,False
652,8,125437.64,1,1,17160.94,1,765,7.309059465305205,1,1,True,False,True,False,False,False,True,False,False,False
699,3,0.0,1,1,170770.44,1,221,0.0,1,1,False,False,True,True,False,False,False,False,True,False
629,6,0.0,1,1,59129.72,5,632,0.0,1,0,False,False,False,False,False,True,False,False,True,False
726,6,99906.19,1,0,64323.24,4,901,1.5531654940656898,0,0,False,True,False,False,False,False,True,False,False,False
692,8,130701.29,1,0,59354.24,2,235,2.2020177157063134,0,1,True,False,False,False,False,True,True,False,False,False
669,8,96418.09,0,0,131609.48,3,915,0.732601917415695,0,0,False,False,False,False,False,True,True,False,False,False
686,0,0.0,1,1,170072.9,5,929,0.0,1,0,False,False,False,False,True,False,True,False,False,False
586,7,151933.63,1,0,162960.05,4,894,0.9323309465666797,0,0,False,False,True,False,False,True,False,True,False,False
615,5,0.0,1,1,164886.64,4,537,0.0,1,0,False,False,True,False,False,False,True,False,True,False
591,2,90194.34,1,0,57064.57,5,986,1.5805386680620206,0,0,True,False,False,False,False,False,False,False,True,False
703,5,140691.08,1,0,167810.26,3,811,0.8383887946494173,0,0,True,False,True,False,True,False,False,False,True,False
779,0,133295.98,1,0,22832.71,2,384,5.8376838455073665,0,1,False,True,False,False,False,False,True,False,False,False
580,3,119688.81,1,0,137041.26,4,804,0.8733715424716434,0,0,True,False,True,False,False,False,True,False,False,False
620,7,169312.72,1,0,45414.09,3,579,3.728115919180167,0,0,False,True,True,False,False,False,True,False,False,False
677,4,148770.61,1,1,191057.76,2,277,0.778664165935129,1,1,True,False,False,False,True,False,True,False,True,False
687,4,117633.28,0,1,88396.6,5,827,1.3307293410680832,0,0,True,False,True,False,False,False,True,False,False,False
701,9,0.0,1,1,26327.42,3,434,0.0,1,0,False,True,False,False,True,False,False,False,True,False
833,8,151226.18,1,1,136129.49,3,633,1.1108913219955354,1,0,False,False,True,False,False,False,True,False,True,False
743,4,0.0,1,1,190911.02,3,739,0.0,1,0,False,False,True,True,False,False,True,False,True,False
734,7,107805.67,0,0,182505.68,2,327,0.5906943789673891,0,1,False,False,True,False,False,False,True,False,False,False
730,1,103960.38,1,1,193650.16,2,348,0.5368435696434765,1,1,False,True,False,False,False,False,True,False,False,False
777,3,124655.59,0,1,79792.3,4,372,1.5622312900957849,0,0,True,False,True,True,False,False,True,False,True,False
800,6,0.0,1,0,171928.04,2,471,0.0,0,1,False,True,False,False,False,True,True,False,True,False
723,1,0.0,1,0,164647.72,3,421,0.0,0,0,False,True,True,False,False,True,False,False,False,True
639,4,0.0,1,0,28188.96,2,416,0.0,0,1,False,False,True,True,False,False,False,False,True,False
668,1,147167.25,0,0,141679.73,1,431,1.0387245322634913,0,1,False,True,True,False,False,False,True,False,False,False
622,5,106260.67,1,1,2578.43,4,660,41.19540751251245,1,0,False,False,True,False,False,True,False,False,False,False
763,9,187911.55,0,1,35825.18,5,871,5.245090322216881,0,0,False,False,False,False,True,False,False,True,False,False
612,1,182705.05,1,1,171837.06,3,615,1.0632397153459483,1,0,False,False,True,False,False,True,False,False,False,False
606,5,0.0,1,0,161971.42,1,891,0.0,0,1,False,False,True,False,False,True,False,False,False,False
487,2,0.0,1,0,77475.73,1,360,0.0,0,1,False,False,True,False,False,True,True,False,True,False
850,4,91292.7,1,1,162149.07,5,956,0.5630136329882558,1,0,False,True,False,True,False,False,False,False,False,False
